Food_Name,Temperature,Humidity,Methane,CO2,Storage_Days,Spoiled
Mushroom,11.66,77.99,41.33,783.75,4,1
Apple,5.61,49.9,4.16,388.14,1.9,0
Apple,,45.25,5.37,413.73,2.2,0
Orange,18.66,81.13,111.35,1555.78,11,2
Fish,8.49,69.32,44.88,809.09,2.5,1
Orange,5.6,46.65,2.78,403.57,3.4,0
Orange,6.27,46.53,2.36,383.7,2.6,0
Strawberry,4.67,55.21,5.47,401.33,1.4,0
Fish,2.5,46.7,8.37,415.94,1.1,0
Fish,2.38,49.84,5.3,371.84,0.6,0
Apple,12.17,63.27,34.65,786.09,5.1,1
Strawberry,4.54,49.49,4.77,378.65,0.6,0
Fish,2.9,61.12,6.31,411.87,0.7,0
Cheese,10.22,47.45,47.37,784.04,5,1
Chicken,4.97,42.39,1.61,387.59,0.9,0
Strawberry,11.44,63.28,37.17,813.05,2.8,1
Milk,17.16,,103.96,1665.55,5.5,2
Yogurt,4.51,49.79,4.39,415.8,2.8,0
Milk,14.42,78.27,125.66,1682.64,6.9,2
Fish,4.11,54.82,8.6,406.03,0.7,0
Fish,0.4,57.45,7.08,422.23,0.9,0
Mushroom,5.88,52.07,5.11,461.47,0.9,0
Milk,6.62,66.33,35.74,748.64,3.3,1
Cheese,9.92,60.8,43.23,784.24,7.8,1
Strawberry,20.79,76.09,127.26,1789.14,6.5,2
Eggs,4.94,40.47,3.79,350.36,3.1,0
Yogurt,10.89,67.6,36.01,734.44,5,1
Mushroom,6.05,54.84,5.63,398.73,0.9,0
Tomato,7.53,53.66,5.82,468.84,1.9,0
Mushroom,12.39,75.88,43.85,850.65,3.3,1
Apple,4.32,48.8,3.19,397.03,3.1,0
Potato,7.86,50.89,0.35,403.81,5.4,0
Eggs,9.98,65.34,28.9,657.22,6.6,1
Spinach,10.18,68.58,38.18,765.08,3.8,1
Orange,14.41,64.6,37.89,785.97,6.5,1
Spinach,3.56,58.37,2.72,,1.7,0
Mushroom,3.93,54.98,3.44,434.91,0.8,0
Strawberry,5.11,55.07,5.4,449.98,0.7,0
Milk,4.1,40.84,3.47,367.07,1.4,0
Eggs,6.26,46.91,5.29,378.11,2.3,0
Fish,1.57,56.53,7.42,439.83,0.7,0
Orange,7.12,45.92,6.91,431.85,1.8,0
Bread,21.27,54.98,38.6,673.38,2.6,1
Bread,21.53,33.5,2.65,411.28,1.3,0
Bread,22.15,46.62,2.1,399.61,2.4,0
Beef,3.21,55.16,6.72,397.31,0.3,0
Strawberry,4.32,57.87,5.92,376.77,1.1,0
Potato,23.92,84.05,104.37,1627.02,12.3,2
Cheese,3.87,54.07,3.17,378.42,3.4,0
Apple,5.4,53.93,4.93,391.66,2.8,0
Milk,15.49,81.63,106.69,1753.49,6.6,2
Milk,2.32,57.37,3.16,386.71,0.8,0
Tomato,9.85,54.07,6,440.01,2.4,0
Orange,22.51,80.12,127.33,1602.87,10.2,2
Eggs,11.82,62.46,30.44,860.55,6.1,1
Orange,22.16,80.56,108.22,1660.97,10.7,2
Chicken,23.23,81.21,134.99,1830,6.6,2
Chicken,11.32,66.15,49.25,843.41,3,1
Mushroom,5.45,59.27,5.36,383.19,0.6,0
Chicken,7.93,59.99,47.76,828.82,2.7,1
Milk,5.44,54.81,2.41,378.3,0.6,0
Cheese,9.06,57.83,32.59,800.88,6.9,1
Orange,19.38,79.51,113.29,1753.19,9.6,2
Yogurt,4.78,48.01,2.85,401.75,2.3,0
Chicken,21.19,89.44,122.38,1705.66,5.7,2
Mushroom,8.61,65.83,41.99,816.38,3.3,1
Mushroom,4.98,59.79,5.42,382.89,1.2,0
Mushroom,19.92,87.08,133.54,1778.53,5.4,2
Orange,13.04,60.07,45.6,790.53,5.1,1
Bread,25.13,59.4,27.81,795.89,4.2,1
Potato,13.9,56.6,18.54,788.58,8.3,1
Apple,4.8,47.44,4.31,420.87,1.6,0
Mushroom,5.19,60.11,4.25,364.36,0.8,0
Strawberry,8.44,70.93,,775.17,2.7,1
Spinach,21.67,88.4,109.14,1730.42,6.9,2
Beef,12.67,57.74,37.48,1005.86,4.2,1
Beef,18.02,99.68,142.66,1943.58,7.7,2
Beef,19.25,81.57,135.92,1990.58,6.8,2
Spinach,4.16,53.42,4.35,416.72,1.5,0
Spinach,19.47,81.4,101.9,1936.62,7.6,2
Fish,20.01,79.21,134,1941.58,5.3,2
Mushroom,4.23,64.94,6.32,424.53,1.1,0
Strawberry,9.73,61.59,27.53,878.2,3,1
Apple,13.42,65.33,37.86,804.97,4.5,1
Eggs,17.61,72.05,90.4,1600.59,13.9,2
Potato,23.37,70.41,106.6,1613.88,13.8,2
Mushroom,12.62,61.63,45.19,930.34,2.4,1
Mushroom,19.15,76.05,122.59,1700.75,5.3,2
Cheese,9.25,66.26,26.3,757.01,6.8,1
Spinach,19.74,88,126.82,1877.43,7.2,2
Tomato,13.7,63.45,43.62,773.68,4.4,1
Yogurt,16.9,81.74,105.02,1713.48,8.7,2
Beef,20.7,85.83,125.59,2016.19,6.3,2
Bread,19.73,45.35,3.83,350.88,0.9,0
Bread,27.05,76.44,90.59,1606.8,8.6,2
Milk,9.55,60.32,41.59,778.39,2.9,1
Fish,1.51,59.84,8.12,418.77,1.1,0
Cheese,4.28,49.73,4.19,365.14,2.8,0
Eggs,10.37,65.01,33.25,728.16,7.9,1
Fish,0.79,51.19,7.9,436.04,0.3,0
Cheese,4.17,44.93,3.57,411.44,3,0
Beef,10.92,63.88,52.92,889.8,3,1
Bread,20.18,43.76,2.45,397.89,2.3,0
Tomato,12.96,68.81,45.13,846.84,5.6,1
Tomato,22.86,84.46,121.35,1658.85,8,2
Eggs,6.05,46.16,2.68,410.31,2.9,0
Tomato,14.85,65.47,33.82,875.92,4.4,1
Spinach,5.01,57.29,3.48,424.86,1.3,0
Apple,20.47,81.06,122.78,1780.49,9.3,2
Cheese,2.92,49.3,2.91,397.53,3,0
Tomato,24.42,85.23,130.81,1798.05,8.6,2
Fish,9.53,70.12,52.27,984.6,2.8,1
Yogurt,18.13,72.58,95.26,1572.58,9,2
Bread,21.79,59.05,36.26,715.52,4.3,1
Apple,12.09,67.33,41.19,797.24,5.7,1
Spinach,4.49,58.46,4.04,426.62,1.4,0
Potato,12.78,61.17,33.06,755.64,7.4,1
Yogurt,10.38,58.03,34.82,739.32,5.1,1
Orange,11.5,55.33,33.96,825.32,6.1,1
Mushroom,3.65,61.87,5.33,438.84,0.9,0
Eggs,8.85,66.95,31.14,789.42,6.7,1
Spinach,11.11,59.87,35.03,901.52,4,1
Apple,13.42,64.95,39.26,852.51,5.6,1
Cheese,9.3,63.38,40.79,728.19,6.8,1
Strawberry,2.88,48.19,5.32,429.36,1.5,0
Potato,13.87,61.39,29.63,741.62,9.6,1
Mushroom,5.01,53.62,5.58,422.12,1,0
Eggs,19.47,87.35,94.95,1466.49,12.3,2
Beef,20.02,77.67,132.73,2123.59,5.5,2
Bread,17.92,47.98,2.8,387.37,2,0
Mushroom,4.45,51.74,6.2,418.48,1,0
Strawberry,7.66,60,40.81,771.45,3.5,1
Eggs,19.87,75.8,109.75,1561.67,13.5,2
Spinach,4,58.36,4.44,425.67,1.3,0
Beef,10.33,67.55,49.72,882.88,4,1
Chicken,2.33,46.68,4.28,393.76,0.6,0
Apple,21.58,73.62,109.44,1643.76,8.8,2
Fish,1.02,51.08,6.77,412.94,0.8,0
Spinach,19.59,87.18,123.52,1838.36,6.9,2
Milk,7.96,57.28,31.49,786.75,3.2,1
Bread,24.49,76.98,97.35,1600.4,7.8,2
Strawberry,20.61,78.67,125.45,1787.18,6.4,2
Yogurt,9.62,62.42,39.22,794.3,4.8,1
Eggs,11.25,62.01,36.72,666.8,7.9,1
Mushroom,10.13,72.19,46.59,833.14,3.3,1
Orange,19.62,75.01,101.4,1658.42,12,2
Chicken,11.47,66.52,46.08,964.32,2.8,1
Potato,7.32,53.64,2.47,375.61,4.6,0
Beef,23.71,81.53,134.58,2036.25,5.9,2
Beef,3.75,58.79,4.15,,0.4,0
Chicken,18.96,76.71,143.01,1784.39,5.7,2
Beef,3.29,49.7,6.01,431.13,2.2,0
Yogurt,9.38,55.67,37.45,775.32,5.3,1
Strawberry,18.8,86.39,119.23,1855.12,6.2,2
Chicken,10.13,65.36,51.7,932.61,4,1
Eggs,11.16,61.91,33.45,700.57,7.7,1
Potato,7.74,52.38,1.85,406.41,4.9,0
Yogurt,3.49,48.31,3.55,388.73,2.7,0
Fish,2.12,51.3,4.83,369.83,0.6,0
Potato,12.54,58.33,28.1,679.99,7.9,1
Potato,14.48,64.33,31.24,609.76,7.6,1
Fish,3.02,63.54,7.21,421.47,0.6,0
Mushroom,6.25,57.38,4.63,448.72,0.1,0
Cheese,15.87,71.63,113.53,1841.78,14.6,2
Strawberry,22.94,83.04,137.88,1637.13,6.2,2
Cheese,7.68,64.53,34.4,770.12,6.8,1
Spinach,22.1,84.97,120.07,,7.6,2
Potato,13.74,58.58,34.8,708.86,8.3,1
Spinach,4.61,50.72,3.18,374.23,1.4,0
Orange,7.06,47.9,5.41,413.15,2.7,0
Potato,20.64,85.91,105.81,1582.32,13.2,2
Chicken,2.64,41.9,5.13,,0.9,0
Bread,18.11,44.26,2,396.37,1.8,0
Yogurt,16.56,70.63,88.35,1521.77,10,2
Strawberry,12.63,61.64,35.86,906.27,2.8,1
Milk,14.88,78.81,103.16,1622.46,6.9,2
Chicken,9.51,58.1,39.61,841.7,2.7,1
Eggs,11.6,57.88,41.06,742.61,7.1,1
Beef,2.59,51.94,3.17,415.01,1.8,0
Fish,19.79,76.84,143.48,2003.49,6.2,2
Fish,1.37,64.14,6.17,399.28,0.3,0
Chicken,2.9,52.83,3.29,425.6,1.2,0
Strawberry,19.02,77.71,122.21,2031.82,5.3,2
Milk,2.59,48.51,3.19,353.66,1.2,0
Strawberry,2.94,46.31,6.23,445.03,1.8,0
Eggs,3.44,49.57,1.6,396.43,2.9,0
Cheese,12.14,81.64,107.99,1740.46,12.5,2
Yogurt,19.81,79.32,108.34,1788.07,9,2
Eggs,4.11,52.36,2.85,414.32,2.9,0
Yogurt,5.74,49.78,3.36,408.12,1.8,0
Spinach,9.94,74.66,32.26,875.82,4.5,1
Orange,12.57,63.01,32.74,848.57,5,1
Spinach,4.78,54.95,3.13,392.01,1.7,0
Eggs,3.79,50.1,3.15,386.61,3.3,0
Eggs,10.01,59.79,29.94,675.23,6.7,1
Bread,17.61,42.66,1.24,374.03,1,0
Strawberry,19.78,77.07,107.95,1772.89,7.5,2
Fish,0.65,57.69,6.49,471.64,0.9,0
Orange,22.04,79.08,,1803.6,10.4,2
Mushroom,15.62,74.2,42.74,829.4,3,1
Chicken,9.92,70.12,46.68,936.83,2.5,1
Spinach,19.9,79.07,112.65,1722.17,7.6,2
Chicken,2.48,57.57,7.17,427.78,0.5,0
Yogurt,5.15,48.27,3.66,412.85,1.6,0
Chicken,11.49,70.98,62.82,867.93,2.9,1
Eggs,24.01,67.67,102.28,1606.37,14.5,2
Beef,27.21,80.63,148.88,2097.08,7.6,2
Yogurt,4.2,52.86,3.05,444.37,1.5,0
Cheese,14.25,77.59,102.3,1723.46,13.6,2
Orange,5.13,43.52,5.19,418.2,2.2,0
Spinach,4.51,53.72,2.42,378.99,1.9,0
Bread,22.03,47.81,2.27,405.29,1.7,0
Yogurt,11.5,80.91,106.93,1884.49,11,2
Yogurt,8.92,63.78,34.62,736.64,4,1
Tomato,13.2,63.73,47.17,831.72,4.6,1
Spinach,10.12,70.2,38.12,762.07,2.9,1
Orange,7.76,47.49,5.1,360.87,3.7,0
Mushroom,5.78,61.56,2.6,420.8,0.8,0
Spinach,3.06,47.48,2.92,381.25,1.8,0
Beef,2.51,52.38,7.8,416.78,0.7,0
Apple,12.24,59.87,29.22,,5.5,1
Spinach,3.84,54.48,,448.68,1.6,0
Tomato,22.74,86.84,131.64,1848.82,10,2
Eggs,21.11,77.25,109.93,1526.56,11.9,2
Apple,22.99,76.61,123.22,1777.57,12.1,2
Apple,4.01,51.73,3.5,412.32,2.4,0
Fish,9.48,70.53,52.53,855.65,2.9,1
Potato,8.91,48.67,2.22,400.52,4.1,0
Fish,0.72,55.92,4.8,372.11,0.9,0
Chicken,8.55,73.45,49.71,864.82,3.7,1
Potato,15.16,59.43,35.07,697.17,8.8,1
Strawberry,9.5,58.7,44.56,803.51,3.5,1
Cheese,18.35,70.36,108,1745.04,14.2,2
Spinach,4.12,56.08,2.4,449.94,1.8,0
Tomato,21.7,78.26,129.53,1828.86,9.4,2
Chicken,3.44,52.91,2.18,399.76,1.2,0
Yogurt,17.16,75.63,104.64,1766.33,10.4,2
Fish,9.4,72.44,52.13,912.35,2.5,1
Strawberry,3.52,59.4,7.7,410.7,1.1,0
Potato,8.17,50.21,3.1,418.48,3.3,0
Potato,7.39,53.74,3.19,420.92,4.1,0
Tomato,23.79,81.17,135.32,1900.26,7.9,2
Spinach,4.53,59.31,4.01,428.47,2,0
Beef,20.89,85.93,129.79,1999.74,5.8,2
Eggs,5.71,54.34,2.17,422.78,3,0
Fish,16.86,84.32,141.28,1911.83,6,2
Tomato,7.8,53.58,8.3,412.66,1.8,0
Beef,10.64,73.96,45.88,880.13,3.1,1
Potato,21.54,83.16,84.07,1432.18,12.5,2
Milk,3.73,49.16,3.82,401.71,0.9,0
Yogurt,5.13,53.51,3.94,424.12,0.7,0
Mushroom,12.47,74.56,40.93,878.94,2.7,1
Potato,14.47,57.99,34.78,732.71,8.3,1
Cheese,15.97,84.69,111.05,1779.61,13.4,2
Chicken,3.49,58.51,7.5,347.33,1.1,0
Apple,19.15,78.32,110.03,1822.01,9.9,2
Mushroom,19.62,88.9,116.15,1786.83,5.7,2
Orange,21.7,80.13,114.38,1668.06,11.3,2
Beef,3.1,53.2,3.76,427.23,1.2,0
Chicken,3.62,52.69,6.63,422.53,0.8,0
Chicken,19.91,80.21,118.3,1985.52,5.8,2
Eggs,11.84,68.5,37.28,692.41,6.6,1
Strawberry,10.7,67.15,50.02,810.48,2.4,1
Milk,13.62,84,111.71,1784.46,6.7,2
Yogurt,3.42,52.68,2.68,412.52,2.8,0
Strawberry,14.5,77.36,121.87,1767.54,5.9,2
Milk,10.22,59.43,33.99,701.05,2.7,1
Chicken,20.89,74.92,114.43,1905.47,6.5,2
Cheese,14.44,75.3,91.66,1730.96,14,2
Yogurt,9.01,56.75,38.06,734.98,5.6,1
Mushroom,4.34,59.3,3.87,444.05,0.6,0
Cheese,16.54,72.9,103.72,1743.93,12.6,2
Apple,22.94,83.78,94.99,1802.32,11.1,2
Potato,7.25,46.56,1.37,375.77,4.7,0
Cheese,15.25,81.5,101.75,1668.79,15,2
Apple,6.35,48.61,3.79,385.24,2.4,0
Cheese,3.9,55.18,2.32,389.2,2.9,0
Milk,15.77,71.54,108.64,1797.41,7.3,2
Apple,12.4,59.75,36.91,743.64,5.7,1
Eggs,20.85,77.64,101.78,1741.42,15,2
Orange,22.16,79.41,115.97,1886.92,11.8,2
Spinach,11.48,71.86,42.5,743.24,4.1,1
Spinach,3.36,54.66,3.23,403.44,1.6,0
Strawberry,21.72,79.89,138.1,1635.84,5,2
Chicken,8.98,70.83,39.42,775.18,3.9,1
Tomato,13.84,73.44,46.19,864.35,5.9,1
Potato,13.68,58.38,32.59,713.1,8.5,1
Milk,4.72,46.78,3.41,397.78,1.5,0
Orange,5.21,55.34,2.36,445.47,3.1,0
Yogurt,9.53,64.3,22.42,745.84,4.9,1
Apple,24.42,79.59,129.25,1950.37,10.6,2
Spinach,11.23,62.89,43.88,803.34,4.3,1
Mushroom,3.55,55.39,6.43,463.59,1.2,0
Milk,9.3,62.85,43.69,764.14,3.8,1
Chicken,20.51,81.95,135.79,1937.04,6.4,2
Beef,1.25,49.76,5.31,379.11,0.6,0
Potato,14.91,64.48,35.16,776.2,8.9,1
Milk,8.09,67.6,32.41,817.45,4.1,1
Beef,11.84,68.15,42.21,862.8,2.6,1
Fish,10.3,65.82,47.76,762.99,2,1
Beef,26.32,80.98,147.69,1779,5.4,2
Beef,,53.29,5.11,415.08,0.7,0
Chicken,3.98,60.08,6.58,376.05,1.2,0
Yogurt,3.54,47.7,4.72,402.85,2.1,0
Orange,13.06,58.42,31.94,775.49,5.8,1
Mushroom,21.83,90.44,125.89,1890.38,6.7,2
Milk,7.75,63.73,36.09,734.04,2.7,1
Bread,23.11,79.2,78.84,,7.3,2
Bread,19.35,55.83,16.73,634.68,4.1,1
Cheese,2.75,43.94,4.05,401.83,3.3,0
Fish,2.18,54.77,6.85,442.67,0.8,0
Mushroom,12.61,56.92,41.36,928.31,2.7,1
Spinach,11.6,69.16,36.21,844.76,3.2,1
Mushroom,11.41,67.48,38.77,786.69,2.8,1
Fish,9.08,66.09,47.32,1023.87,2.9,1
Milk,6.35,63,36.45,925.43,3.7,1
Orange,8.11,46.39,3.22,376.09,3.5,0
Apple,10.9,60.41,40.57,782.04,5.1,1
Beef,,56.08,53.71,929.52,3.4,1
Orange,22.21,74.3,109.39,1991.7,12.8,2
Milk,4.23,42.39,4.52,393.4,0.8,0
Milk,14.99,87.64,111.48,1799.8,7.3,2
Milk,4.32,52.68,3.59,366.17,1.6,0
Fish,0.78,56.17,8.73,428.74,1,0
Milk,15.91,83.85,123.63,1557.15,8.1,2
Mushroom,20.88,82.23,115.12,1899.78,5.6,2
Beef,21.15,83.99,138.52,2025.77,7.4,2
Potato,9.16,56.08,2.74,380.38,3.9,0
Mushroom,4.51,52.75,4.61,437.19,1.4,0
Potato,21.81,83.41,98.07,1366.55,11.4,2
Bread,25.81,64.95,81.65,1447.53,7.8,2
Apple,12.28,56.16,41.77,800.49,4.1,1
Mushroom,5.04,54.97,3.84,388.28,1,0
Bread,21.62,56.95,27.36,731.69,3.9,1
Milk,2.41,49.8,3.03,428.03,1.2,0
Yogurt,4.79,47.8,4.89,371.95,2,0
Mushroom,10.91,72.97,54.32,865.21,2.3,1
Potato,7.32,62.23,3.82,379.52,4.6,0
Orange,13.15,72.5,37.35,776.7,5.9,1
Chicken,9.53,63.42,38.25,821.22,3.4,1
Spinach,10.69,65.12,32.04,858.74,4.5,1
Mushroom,4.15,55.45,3.62,440.46,1.3,0
Yogurt,16.28,72.06,108.9,1673.43,9.3,2
Mushroom,10.75,64.44,34.26,911.85,3.6,1
Mushroom,17.76,82.01,118.49,1974.56,6.1,2
Cheese,10.54,61.83,29.3,743.18,6.3,1
Milk,9.05,69.69,37.45,715.15,3.7,1
Cheese,13.06,78,91.26,1728.1,13.8,2
Bread,21.23,47.97,2.44,415.3,0.9,0
Chicken,5.11,46.64,6.12,441.09,1.1,0
Chicken,17.93,79.13,117.73,1899.4,6.6,2
Yogurt,9.48,62.22,27.02,845.06,4.9,1
Eggs,,48.92,1.34,393.84,2.9,0
Strawberry,18.66,88.1,108.25,1815.55,5.5,2
Spinach,3.83,58.33,3.87,403.14,0.6,0
Strawberry,10.94,56.88,,782.9,1.9,1
Beef,21.28,81.89,141.16,1995.34,7,2
Chicken,21.01,85.47,141.46,1943.05,6.2,2
Mushroom,11.8,71.29,47.12,873.46,2.9,1
Cheese,5.7,56.13,3.18,399.79,4,0
Fish,16.23,78.82,172.11,1891.61,3.4,2
Mushroom,19.35,83.86,137.71,1873.77,4.9,2
Spinach,1.65,56.95,4.06,440.12,1.2,0
Milk,3.78,47.82,3.38,409.46,0.8,0
Fish,6.97,74.53,51.29,909.14,3.2,1
Milk,3.83,49.16,2.92,421.3,0.4,0
Apple,22.39,82.58,101.76,1885.11,8,2
Chicken,17.34,82.83,138.55,1735.84,6.6,2
Yogurt,4.65,48.42,4.13,429.19,2.8,0
Eggs,18.97,72.83,98.4,1511.88,14.5,2
Potato,22.98,77.98,109.18,1675.78,14.2,2
Spinach,11.67,75.08,31.78,848.73,4.4,1
Beef,20.37,81.14,130.57,1930.24,7.4,2
Eggs,5.01,52.53,3.48,413.74,3,0
Milk,14.64,71.36,85.69,1660.74,5,2
Chicken,2.92,54.64,5.04,339.34,0.8,0
Beef,11.63,74.25,49.01,858.44,3.8,1
Milk,9.82,62.02,27.45,725.43,3,1
Milk,3.05,47.06,6.74,373.87,0.8,0
Bread,26.15,60.17,29.56,745.15,4.1,1
Orange,12.4,63.14,39.56,700.08,5.6,1
Cheese,7.26,59.24,38.41,756.45,6.8,1
Yogurt,6.24,56.43,27.98,672.14,5.1,1
Cheese,4.03,53.2,5.27,434.32,3.2,0
Fish,2.15,56.13,4.48,426.78,0.6,0
Tomato,6.77,44.81,1.36,408.58,1.7,0
Chicken,18.5,77.21,123.24,1768.2,6.1,2
Spinach,21.47,81.56,129.97,1694.53,5.5,2
Fish,10.63,57.77,46.64,917,3.1,1
Tomato,13.8,63.13,52.6,870.55,5.8,1
Potato,14.57,65.42,31.29,723.66,6.3,1
Strawberry,2.93,54.71,6.8,414.49,0.7,0
Cheese,4.16,51.51,2.09,437.51,3.5,0
Strawberry,8.72,64.57,40,900.82,2.7,1
Spinach,3.04,54.52,2.95,434.06,1.5,0
Bread,22.62,70.31,90.27,1567.51,6.3,2
Beef,2.06,54.01,7.89,401.61,1,0
Orange,15.78,62.89,27.16,818.2,6.2,1
Strawberry,9.45,59.23,46.8,679.48,2.8,1
Cheese,8.62,60.09,35.36,716.69,7.4,1
Fish,23.8,80.39,144.77,1967.32,5.2,2
Bread,21.29,58.01,29.03,759.84,4.4,1
Potato,9.28,47.04,3.18,391.84,4.6,0
Strawberry,8.12,70.46,43.9,895.97,3,1
Apple,4.82,45.35,3.59,354.25,1.9,0
Cheese,3.58,50.36,3.29,408.68,2.9,0
Strawberry,7.8,65.22,46.91,879.05,2.6,1
Strawberry,2.79,56.35,5.61,385.66,0.7,0
Yogurt,4.02,53.42,3.66,362.6,1,0
Bread,20.77,54.64,22.39,790.42,3.1,1
Beef,10.1,78.71,41.16,858.86,4.3,1
Cheese,15.78,80.92,101.28,1592.81,12.1,2
Potato,7.78,51.5,4.94,384.15,4.8,0
Fish,10.12,64.3,50.17,872.45,1.8,1
Fish,8.7,63.79,48.61,860.18,2.5,1
Cheese,14.91,73.69,90.29,1772.89,14,2
Eggs,6.02,,2.98,389.45,2.8,0
Yogurt,9.23,60.77,38.79,829.13,5.9,1
Cheese,10.54,58.41,42,784.34,7.1,1
Orange,5.28,46.49,1.79,418.9,2.9,0
Eggs,4.48,53.34,3.01,376.52,3,0
Chicken,12.06,66.35,49.84,806.72,3.2,1
Chicken,3.16,52.01,4.27,402.93,0.2,0
Potato,,43.77,1.47,389.31,3.6,0
Fish,7.73,73.99,48.36,923.18,1.8,1
Potato,8.42,53.92,3.39,385.99,3.8,0
Apple,5.33,48.21,5.09,381.33,2.5,0
Chicken,10.35,67.97,43.88,913.4,2.6,1
Apple,19.69,80.1,108.06,1781.69,11.9,2
Beef,21.14,84.97,153.91,1975.43,7.3,2
Cheese,3.78,49.75,3.32,411.21,3.3,0
Spinach,4.57,56.69,3.85,423.59,2.1,0
Beef,21.25,77.33,123.11,1958.54,5.8,2
Cheese,8.5,60.87,37.98,859.27,5.8,1
Beef,12.23,72.9,47.6,847.51,4,1
Potato,8.06,49.35,1.19,404.18,5,0
Cheese,2.88,46.46,3.53,392.99,2.6,0
Fish,3.01,62.97,6.33,403.35,0.8,0
Cheese,13.98,77.93,113.43,1745.09,14.7,2
Mushroom,20.05,86.64,123.74,1970.57,6.3,2
Bread,22.48,46.3,2.14,370.74,1.6,0
Potato,11.2,61.36,27.06,691.32,8.1,1
Strawberry,16.92,74.08,127.33,1777.18,6.3,2
Beef,21.34,86.62,137.48,1999.1,7.9,2
Apple,12.39,65.21,38.53,695.61,4.9,1
Orange,7.34,49.93,3.51,414.2,2.3,0
Milk,16.03,75.56,111.69,1597.98,7.2,2
Apple,2.6,46.26,3.23,386.71,0.3,0
Cheese,3.45,51.03,3.1,411.45,3.5,0
Eggs,5.29,49.51,3.26,405.78,2.6,0
Eggs,9.96,57.64,35.32,697.26,6.8,1
Fish,1.65,55.66,6.92,435.29,0.3,0
Bread,22.5,57.76,28.8,702.48,3.5,1
Chicken,21.91,81.91,144.48,1894.5,6,2
Strawberry,9.15,64.86,47.47,822.32,3.1,1
Tomato,26.24,75.97,109.66,1832.88,7.3,2
Strawberry,20.02,77.99,117.01,1917.24,5,2
Strawberry,15.01,71.4,125.1,1916.44,5.1,2
Yogurt,10.06,61.72,34.16,805.82,3.7,1
Strawberry,20.27,72.72,103.94,1649.34,6.4,2
Beef,11.74,72.16,45.44,833.98,3.8,1
Strawberry,3.83,52.57,4.79,406.89,1.6,0
Beef,22.67,86.05,129.58,1929.16,7.2,2
Beef,11.14,65.66,35.6,833.86,3.9,1
Apple,19.35,86.99,116.79,1896.82,9.9,2
Bread,16.6,43.13,2.26,376.32,1.7,0
Spinach,3.21,48.91,3.28,428.61,1.4,0
Tomato,21,79.49,130.93,1842.42,9.4,2
Strawberry,10.44,56.23,40.64,879.61,1.9,1
Fish,6.54,62.07,44.86,865.78,1.8,1
Cheese,16.71,89.61,101.19,1527.98,13.4,2
Eggs,11.52,61.17,35.14,720.59,7.2,1
Beef,,50.96,5.82,423.55,2,0
Eggs,11.9,60.99,29.15,801.92,6.8,1
Tomato,9.42,,3.94,375.88,2.2,0
Potato,11.7,67.58,22.27,637.32,7.9,1
Eggs,5.85,47.09,3.66,399.22,3.3,0
Mushroom,6.47,54.75,5.07,368.5,1.4,0
Spinach,,83.74,113.26,1693.51,7.5,2
Strawberry,4.37,49.36,7.44,428.7,1.5,0
Orange,18.05,75.33,120.66,1586.47,10.5,2
Chicken,8.64,68.49,42.35,783.35,3.8,1
Orange,6.55,50.14,4.1,424.05,3.3,0
Mushroom,17.18,95.33,148.41,1811.84,4.6,2
Eggs,3.87,43.6,3.26,385.99,2.6,0
Spinach,11.71,67.26,45.54,815.41,4.5,1
Eggs,24.43,78.07,96.6,1611.29,14.2,2
Apple,23.7,70.37,120.35,1704.91,10.3,2
Spinach,3.98,53.32,2.31,369.77,1.4,0
Bread,24.68,73.57,97.41,1515.78,6.6,2
Apple,23.93,82.69,107.78,1843.62,9,2
Eggs,11.25,61.88,28.74,763.91,5.9,1
Mushroom,11.95,69.8,37.28,881.01,3.6,1
Tomato,7.93,52.28,4.56,412.35,1.7,0
Eggs,4.99,46.9,4.62,390.07,2.4,0
Milk,6.24,65.91,42.06,689.88,3.8,1
Chicken,3.4,51.93,3.28,421.83,1.5,0
Milk,9.37,63.95,39.2,657.76,3.8,1
Chicken,3.47,50.59,5.1,396.21,0.4,0
Orange,6.59,55.47,3.11,406.41,2.2,0
Mushroom,12.25,66.73,43.06,901.64,3.1,1
Mushroom,4.87,54.23,6.03,391.91,1.4,0
Milk,8.1,57.85,27.42,733.4,3.3,1
Chicken,10.55,61.86,49.72,697.99,3,1
Apple,4.28,48.37,5.2,427.6,2.2,0
Strawberry,5.06,57.48,7.3,394.79,1.2,0
Tomato,8.77,52.03,6.55,415.9,1.3,0
Eggs,12.52,58.55,23.22,899.49,6.1,1
Fish,2.51,50.76,5.36,402.52,0.5,0
Yogurt,9.87,71.09,34.03,671.21,4.3,1
Apple,11,63.4,35.92,916.36,4.9,1
Milk,4.65,49.32,3.96,391.02,1,0
Spinach,3.6,55.15,3.44,466.71,1.7,0
Orange,6.58,47.32,2.52,371.26,2.9,0
Milk,3.83,51.56,4.19,388.24,2.1,0
Cheese,4.28,48.23,3.62,418.03,2.9,0
Mushroom,22.91,85.57,123.37,1704.66,6.8,2
Yogurt,3.13,53,3.4,421.51,2.6,0
Mushroom,4.25,54.64,8.33,431.47,1.2,0
Cheese,13.57,73.91,110.12,1642.04,12.8,2
Tomato,23.56,73.46,123.34,1700.94,9.7,2
Yogurt,9.1,64.11,40.7,726.62,4.3,1
Fish,10.44,76.46,57.69,730.15,2.8,1
